# z mu sigma
2.229645 21.015213 0.158238
2.229649 21.232807 0.158238
2.229659 21.485884 0.158238
2.229661 21.279038 0.158238
2.229700 21.351305 0.158240
2.229718 21.196895 0.158241
2.229756 21.333342 0.158242
2.229760 21.398247 0.158243
2.229768 21.352778 0.158243
2.229779 21.458559 0.158243
2.229780 21.468084 0.158244
2.229781 21.388432 0.158244
2.229806 21.522378 0.158245
2.229808 21.193283 0.158245
2.229809 21.288002 0.158245
2.229811 21.478935 0.158245
2.229854 21.444944 0.158247
2.229889 21.472020 0.158248
2.229902 21.268128 0.158249
2.229913 21.274533 0.158249
2.229916 21.046714 0.158249
2.229917 21.522975 0.158249
2.229931 21.327913 0.158250
2.229939 21.434950 0.158250
2.229947 21.509295 0.158251
2.229980 21.330649 0.158252
2.229998 21.306975 0.158253
2.230006 21.225016 0.158253
2.230006 21.238214 0.158253
2.230016 21.309261 0.158254
2.230021 21.253966 0.158254
2.230023 21.219885 0.158254
2.230029 21.217691 0.158254
2.230031 21.252523 0.158254
2.230031 21.413157 0.158254
2.230048 21.020834 0.158255
2.230056 21.004169 0.158255
2.230063 21.158625 0.158256
2.230076 21.216488 0.158256
2.230093 21.426634 0.158257
2.230096 21.303101 0.158257
2.230109 21.202908 0.158258
2.230145 21.484567 0.158259
2.230198 21.342733 0.158261
2.230217 21.342232 0.158262
2.230227 21.527006 0.158263
2.230236 21.559480 0.158263
2.230237 21.168050 0.158263
2.230244 21.185549 0.158263
2.230265 21.250826 0.158264
2.230275 21.179661 0.158265
2.230277 21.481195 0.158265
2.230297 21.172039 0.158266
2.230303 21.195511 0.158266
2.230310 21.151135 0.158266
2.230326 21.368799 0.158267
2.230326 21.510661 0.158267
2.230343 21.272961 0.158267
2.230346 21.430860 0.158268
2.230369 21.519208 0.158269
2.230387 21.299409 0.158269
2.230397 21.330009 0.158270
2.230400 21.182854 0.158270
2.230401 21.342077 0.158270
2.230402 21.379624 0.158270
2.230408 21.236662 0.158270
2.230413 21.583768 0.158270
2.230429 21.661001 0.158271
2.230471 21.254336 0.158273
2.230482 21.314324 0.158273
2.230488 21.283091 0.158274
2.230488 21.313705 0.158274
2.230489 21.520221 0.158274
2.230490 21.033051 0.158274
2.230492 21.178765 0.158274
2.230492 21.233225 0.158274
2.230496 21.268204 0.158274
2.230505 21.327307 0.158274
2.230512 21.005635 0.158275
2.230529 21.529509 0.158275
2.230535 21.515811 0.158276
2.230535 21.206136 0.158276
2.230539 21.315334 0.158276
2.230562 21.561693 0.158277
2.230571 21.479882 0.158277
2.230609 21.375835 0.158279
2.230610 21.478836 0.158279
2.230613 20.958529 0.158279
2.230622 20.820975 0.158279
2.230626 21.267360 0.158280
2.230630 21.468028 0.158280
2.230648 21.625102 0.158281
2.230656 21.240389 0.158281
2.230668 21.456011 0.158281
2.230678 21.001948 0.158282
2.230681 21.140683 0.158282
2.230682 21.140381 0.158282
2.230713 21.465352 0.158283
2.230725 21.393152 0.158284
2.230735 21.695185 0.158284
2.230736 21.187806 0.158284
2.230762 21.397258 0.158285
2.230766 21.311691 0.158286
2.230772 21.386170 0.158286
2.230782 21.366492 0.158286
2.230794 21.391211 0.158287
2.230795 21.239529 0.158287
2.230838 21.214059 0.158289
2.230844 21.304660 0.158289
2.230845 21.308582 0.158289
2.230849 21.340997 0.158289
2.230893 21.185092 0.158291
2.230905 21.417901 0.158291
2.230912 21.326678 0.158292
2.230920 21.231234 0.158292
2.230946 21.173408 0.158293
2.230952 21.554728 0.158293
2.230971 21.094491 0.158294
2.231039 20.898637 0.158297
2.231040 21.401338 0.158297
2.231040 20.953090 0.158297
2.231080 21.348956 0.158299
2.231083 21.327364 0.158299
2.231100 21.270402 0.158300
2.231123 21.388617 0.158301
2.231137 21.381622 0.158301
2.231156 21.087097 0.158302
2.231162 21.459531 0.158302
2.231187 21.431536 0.158303
2.231196 21.204066 0.158304
2.231231 21.172820 0.158305
2.231237 21.151055 0.158306
2.231241 21.596450 0.158306
2.231253 21.347896 0.158306
2.231254 21.741209 0.158306
2.231273 21.535997 0.158307
2.231282 21.091323 0.158308
2.231323 21.244695 0.158309
2.231325 21.349860 0.158309
2.231327 21.264302 0.158309
2.231344 21.420484 0.158310
2.231356 21.353297 0.158311
2.231361 21.502029 0.158311
2.231366 21.586714 0.158311
2.231376 21.280628 0.158312
2.231400 21.158968 0.158313
2.231420 21.187460 0.158313
2.231428 21.255623 0.158314
2.231432 21.287274 0.158314
2.231433 21.105386 0.158314
2.231455 21.342433 0.158315
2.231471 21.337920 0.158316
2.231494 21.351529 0.158317
2.231499 21.314973 0.158317
2.231502 21.187584 0.158317
2.231523 21.371196 0.158318
2.231550 21.228405 0.158319
2.231557 21.550825 0.158319
2.231571 21.402422 0.158320
2.231621 21.727157 0.158322
2.231623 21.183071 0.158322
2.231644 21.306905 0.158323
2.231649 21.393248 0.158323
2.231649 21.047182 0.158323
2.231653 21.077744 0.158323
2.231672 21.578548 0.158324
2.231677 21.157364 0.158324
2.231680 21.448898 0.158324
2.231694 21.230079 0.158325
2.231714 21.310391 0.158326
2.231718 21.494860 0.158326
2.231721 21.093400 0.158326
2.231724 21.154119 0.158326
2.231726 21.621148 0.158326
2.231737 21.532475 0.158327
2.231744 21.201348 0.158327
2.231748 21.294439 0.158327
2.231755 21.324804 0.158328
2.231762 21.147694 0.158328
2.231768 21.054538 0.158328
2.231772 21.041490 0.158328
2.231796 21.413611 0.158329
2.231809 21.408519 0.158330
2.231811 21.132255 0.158330
2.231823 21.166001 0.158331
2.231876 21.215683 0.158333
2.231879 21.178822 0.158333
2.231880 21.447525 0.158333
2.231947 21.105546 0.158336
2.231955 21.411796 0.158336
2.231976 21.601914 0.158337
2.231979 21.302089 0.158337
2.231993 21.284959 0.158338
2.232006 21.240788 0.158338
2.232012 21.426798 0.158339
2.232019 21.110263 0.158339
2.232022 21.556501 0.158339
2.232036 20.952473 0.158340
2.232042 21.113849 0.158340
2.232043 21.425110 0.158340
2.232045 21.411423 0.158340
2.232050 21.228890 0.158340
2.232056 21.388113 0.158341
2.232062 21.402595 0.158341
2.232072 21.289536 0.158341
2.232072 21.496385 0.158341
2.232074 21.274938 0.158341
2.232082 21.222531 0.158342
2.232115 21.253416 0.158343
2.232119 21.183599 0.158343
2.232127 21.562104 0.158344
2.232132 21.433346 0.158344
2.232132 21.422323 0.158344
2.232143 21.348805 0.158344
2.232147 21.369345 0.158344
2.232155 21.138039 0.158345
2.232162 21.368830 0.158345
2.232168 21.361422 0.158345
2.232179 21.394675 0.158346
2.232195 21.513812 0.158346
2.232205 21.466719 0.158347
2.232207 21.385997 0.158347
2.232209 21.419287 0.158347
2.232218 21.216746 0.158347
2.232232 21.521078 0.158348
2.232235 21.427184 0.158348
2.232257 21.419135 0.158349
2.232273 21.430309 0.158350
2.232290 21.002804 0.158350
2.232299 21.228884 0.158351
2.232358 21.160604 0.158353
2.232386 21.199768 0.158355
2.232400 21.087115 0.158355
2.232417 21.068623 0.158356
2.232420 21.286425 0.158356
2.232433 21.278286 0.158357
2.232443 20.960663 0.158357
2.232462 21.257536 0.158358
2.232470 21.222176 0.158358
2.232478 21.086184 0.158359
2.232486 21.593756 0.158359
2.232491 21.379073 0.158359
2.232493 21.160592 0.158359
2.232496 21.230888 0.158359
2.232516 21.468976 0.158360
2.232531 21.024261 0.158361
2.232535 21.575306 0.158361
2.232538 21.175025 0.158361
2.232544 21.432229 0.158361
2.232549 21.288570 0.158362
2.232559 21.628623 0.158362
2.232573 21.416522 0.158363
2.232599 21.450666 0.158364
2.232599 21.243260 0.158364
2.232601 21.110862 0.158364
2.232610 21.223299 0.158364
2.232610 21.304373 0.158364
2.232613 21.378978 0.158364
2.232631 21.501989 0.158365
2.232681 20.918304 0.158367
2.232685 21.274834 0.158367
2.232716 21.466705 0.158369
2.232725 21.196742 0.158369
2.232730 21.049142 0.158369
2.232738 21.778229 0.158370
2.232744 21.339291 0.158370
2.232748 21.491918 0.158370
2.232757 21.380099 0.158370
2.232762 21.659846 0.158371
2.232763 21.444477 0.158371
2.232769 21.227770 0.158371
2.232775 21.064443 0.158371
2.232796 21.640428 0.158372
2.232797 21.354941 0.158372
2.232801 21.481840 0.158372
2.232811 21.461459 0.158373
2.232840 21.186633 0.158374
2.232846 21.460337 0.158374
2.232866 21.381275 0.158375
2.232868 21.508020 0.158375
2.232934 21.465609 0.158378
2.232941 21.307557 0.158378
2.232945 21.355462 0.158378
2.232952 20.826924 0.158379
2.232956 21.486190 0.158379
2.232956 21.377026 0.158379
2.232973 21.333995 0.158380
2.232978 21.265629 0.158380
2.233010 21.126403 0.158381
2.233015 21.163944 0.158381
2.233019 21.521280 0.158382
2.233041 21.310493 0.158383
2.233049 21.491820 0.158383
2.233050 21.281909 0.158383
2.233070 21.494672 0.158384
2.233071 21.416778 0.158384
2.233081 21.267681 0.158384
2.233091 21.251603 0.158385
2.233097 21.265394 0.158385
2.233100 21.355905 0.158385
2.233108 21.199691 0.158385
2.233112 21.520011 0.158386
2.233117 21.051922 0.158386
2.233123 21.335953 0.158386
2.233124 21.307212 0.158386
2.233126 21.357019 0.158386
2.233128 21.447129 0.158386
2.233138 21.211196 0.158387
2.233154 21.271722 0.158387
2.233160 21.465116 0.158388
2.233162 21.525704 0.158388
2.233172 21.559242 0.158388
2.233179 21.545538 0.158388
2.233180 21.238103 0.158388
2.233183 21.370849 0.158389
2.233186 21.254731 0.158389
2.233207 21.279502 0.158390
2.233232 21.306146 0.158391
2.233257 21.175288 0.158392
2.233280 21.182411 0.158393
2.233289 20.945180 0.158393
2.233298 21.222440 0.158393
2.233298 21.135288 0.158394
2.233308 21.224555 0.158394
2.233325 21.295537 0.158395
2.233333 21.392576 0.158395
2.233333 20.822997 0.158395
2.233334 21.690781 0.158395
2.233349 21.367017 0.158396
2.233360 21.341680 0.158396
2.233370 21.235202 0.158397
2.233436 21.489902 0.158399
2.233441 21.048862 0.158400
2.233444 21.393162 0.158400
2.233498 21.100380 0.158402
2.233498 21.233365 0.158402
2.233510 21.230247 0.158403
2.233528 21.113286 0.158403
2.233535 21.499458 0.158404
2.233537 20.900112 0.158404
2.233549 21.178876 0.158404
2.233560 21.260525 0.158405
2.233580 21.559519 0.158406
2.233596 21.269992 0.158406
2.233600 21.456444 0.158406
2.233617 21.311052 0.158407
2.233633 20.939274 0.158408
2.233644 21.312902 0.158408
2.233655 21.434347 0.158409
2.233658 21.234043 0.158409
2.233710 21.264602 0.158411
2.233724 21.391532 0.158412
2.233727 21.310672 0.158412
2.233736 21.216535 0.158412
2.233752 21.243687 0.158413
2.233767 21.143855 0.158413
2.233768 21.222423 0.158414
2.233799 21.383681 0.158415
2.233806 21.332294 0.158415
2.233816 21.270826 0.158416
2.233826 21.102061 0.158416
2.233835 21.499822 0.158416
2.233851 21.157364 0.158417
2.233861 21.542247 0.158418
2.233871 20.973381 0.158418
2.233892 21.266778 0.158419
2.233899 21.114966 0.158419
2.233923 21.214855 0.158420
2.233937 21.347470 0.158421
2.233938 21.440874 0.158421
2.233953 21.376349 0.158421
2.233959 21.439930 0.158422
2.233988 21.602321 0.158423
2.234019 21.218031 0.158424
2.234032 21.090972 0.158425
2.234033 21.446625 0.158425
2.234039 21.356550 0.158425
2.234057 21.329729 0.158426
2.234079 21.506866 0.158427
2.234098 21.239045 0.158428
2.234101 21.291424 0.158428
2.234112 21.445970 0.158428
2.234124 21.318291 0.158429
2.234151 21.198635 0.158430
2.234155 21.370812 0.158430
2.234162 21.479929 0.158430
2.234173 21.228432 0.158431
2.234183 21.150785 0.158431
2.234200 21.201020 0.158432
2.234207 21.081039 0.158432
2.234247 21.128352 0.158434
2.234294 21.441761 0.158436
2.234296 21.554394 0.158436
2.234297 21.277672 0.158436
2.234308 21.278398 0.158437
2.234324 21.309855 0.158437
2.234325 21.380502 0.158437
2.234353 21.195704 0.158439
2.234405 21.314696 0.158441
2.234421 21.362177 0.158441
2.234466 21.736065 0.158443
2.234472 21.375898 0.158444
2.234479 21.358107 0.158444
2.234489 21.314555 0.158444
2.234497 21.372735 0.158445
2.234503 21.507926 0.158445
2.234514 21.179810 0.158445
2.234528 21.166749 0.158446
2.234558 21.509650 0.158447
2.234560 21.449247 0.158447
2.234563 21.350378 0.158447
2.234586 21.495267 0.158448
2.234622 21.257926 0.158450
2.234652 21.313344 0.158451
2.234653 21.420631 0.158451
2.234653 21.659803 0.158451
2.234665 21.255845 0.158452
2.234671 21.294794 0.158452
2.234677 21.270016 0.158452
2.234698 21.314082 0.158453
2.234707 21.387406 0.158454
2.234716 21.276904 0.158454
2.234716 21.345581 0.158454
2.234726 21.424155 0.158454
2.234735 21.789172 0.158455
2.234737 21.357550 0.158455
2.234752 21.242216 0.158456
2.234806 21.337683 0.158458
2.234815 21.240768 0.158458
2.234818 21.420430 0.158458
2.234844 21.052830 0.158459
2.234873 21.028392 0.158461
2.234895 21.144807 0.158462
2.234896 21.030132 0.158462
2.234903 21.134780 0.158462
2.234904 21.394635 0.158462
2.234910 21.324994 0.158462
2.234934 21.274361 0.158463
2.234940 21.367015 0.158464
2.234973 21.343238 0.158465
2.234989 21.486421 0.158466
2.235005 21.428956 0.158466
2.235046 21.364523 0.158468
2.235068 21.396540 0.158469
2.235090 21.592014 0.158470
2.235099 21.051576 0.158470
2.235109 21.276652 0.158471
2.235114 21.477753 0.158471
2.235121 21.515669 0.158471
2.235122 21.473334 0.158471
2.235133 21.388477 0.158472
2.235150 21.279507 0.158472
2.235153 21.015277 0.158473
2.235166 21.452334 0.158473
2.235175 21.440084 0.158474
2.235176 21.523500 0.158474
2.235183 21.351610 0.158474
2.235220 21.193460 0.158475
2.235229 21.345105 0.158476
2.235254 21.194642 0.158477
2.235267 21.071454 0.158477
2.235275 21.486199 0.158478
2.235287 21.356320 0.158478
2.235297 21.584628 0.158479
2.235319 21.378765 0.158480
2.235336 21.739251 0.158480
2.235349 21.191246 0.158481
2.235366 21.485181 0.158482
2.235386 21.103685 0.158483
2.235431 21.104988 0.158484
2.235439 21.257081 0.158485
2.235453 21.201237 0.158485
2.235456 21.351445 0.158486
2.235490 21.097293 0.158487
2.235500 21.314899 0.158487
2.235515 21.154096 0.158488
2.235517 21.242331 0.158488
2.235525 21.369216 0.158488
2.235526 21.035637 0.158489
2.235544 21.260931 0.158489
2.235564 21.388542 0.158490
2.235589 21.468733 0.158491
2.235596 21.322596 0.158492
2.235616 21.309800 0.158492
2.235619 21.376140 0.158492
2.235626 21.382228 0.158493
2.235638 21.212671 0.158493
2.235640 21.501685 0.158493
2.235645 21.313478 0.158494
2.235647 21.265182 0.158494
2.235659 21.262254 0.158494
2.235660 21.092908 0.158494
2.235663 21.487373 0.158494
2.235684 21.621758 0.158495
2.235699 21.253836 0.158496
2.235712 21.210240 0.158496
2.235727 21.359506 0.158497
2.235728 21.265781 0.158497
2.235756 21.133515 0.158498
2.235763 21.634863 0.158499
2.235783 21.379755 0.158500
2.235819 21.279608 0.158501
2.235820 21.498480 0.158501
2.235829 21.454420 0.158501
2.235835 21.322689 0.158502
2.235859 21.351533 0.158503
2.235867 21.408349 0.158503
2.235906 21.261243 0.158505
2.235949 21.524917 0.158507
2.235987 21.185033 0.158508
2.235992 20.977408 0.158508
2.235996 21.276287 0.158509
2.236007 21.665201 0.158509
2.236030 21.068709 0.158510
2.236045 21.141381 0.158511
2.236047 21.263768 0.158511
2.236056 21.121919 0.158511
2.236058 21.169253 0.158511
2.236080 21.035569 0.158512
2.236098 21.252441 0.158513
2.236099 21.361211 0.158513
2.236104 21.532844 0.158513
2.236122 21.328962 0.158514
2.236126 20.940328 0.158514
2.236127 21.170474 0.158514
2.236157 21.212355 0.158515
2.236182 21.358964 0.158517
2.236192 21.384328 0.158517
2.236193 21.400469 0.158517
2.236217 21.303881 0.158518
2.236226 21.430894 0.158518
2.236247 21.086694 0.158519
2.236253 21.342041 0.158520
2.236267 21.385946 0.158520
2.236301 21.273906 0.158522
2.236317 21.327741 0.158522
2.236319 21.462314 0.158522
2.236322 21.422071 0.158522
2.236332 21.346870 0.158523
2.236336 21.183804 0.158523
2.236341 21.193759 0.158523
2.236343 21.252381 0.158523
2.236351 21.380253 0.158524
2.236359 21.184056 0.158524
2.236380 21.298120 0.158525
2.236387 21.365490 0.158525
2.236398 21.389396 0.158526
2.236417 21.439259 0.158527
2.236421 21.523957 0.158527
2.236426 21.019815 0.158527
2.236432 21.379564 0.158527
2.236456 21.348449 0.158528
2.236461 21.308919 0.158528
2.236466 21.320308 0.158529
2.236494 21.620254 0.158530
2.236513 21.185732 0.158531
2.236513 21.396330 0.158531
2.236514 21.224893 0.158531
2.236520 21.581803 0.158531
2.236530 21.061914 0.158531
2.236535 21.200182 0.158532
2.236556 21.095189 0.158532
2.236577 21.304037 0.158533
2.236596 21.499953 0.158534
2.236633 21.083872 0.158536
2.236639 21.371328 0.158536
2.236649 21.257447 0.158536
2.236662 21.280118 0.158537
2.236723 21.523060 0.158540
2.236745 21.527537 0.158541
2.236755 21.288840 0.158541
2.236761 21.402759 0.158541
2.236764 21.035543 0.158541
2.236775 21.248124 0.158542
2.236779 21.149665 0.158542
2.236782 21.548006 0.158542
2.236810 21.547944 0.158543
2.236836 21.324991 0.158544
2.236839 21.161881 0.158545
2.236859 21.341293 0.158545
2.236859 21.280044 0.158545
2.236860 21.314081 0.158545
2.236899 21.439520 0.158547
2.236919 21.445421 0.158548
2.236925 21.261695 0.158548
2.236929 21.369925 0.158548
2.236933 21.484768 0.158549
2.236939 21.282834 0.158549
2.236954 21.434051 0.158549
2.236964 21.545837 0.158550
2.236974 21.009900 0.158550
2.236977 21.109532 0.158550
2.236997 21.050595 0.158551
2.237011 21.346416 0.158552
2.237036 21.200781 0.158553
2.237044 21.524375 0.158553
2.237060 21.327925 0.158554
2.237074 21.174428 0.158555
2.237085 21.328139 0.158555
2.237087 21.242546 0.158555
2.237094 21.263602 0.158555
2.237107 21.279645 0.158556
2.237115 21.464457 0.158556
2.237133 21.218250 0.158557
2.237133 21.178992 0.158557
2.237142 21.416414 0.158557
2.237156 21.425735 0.158558
2.237167 21.379431 0.158559
2.237186 21.160337 0.158559
2.237192 21.261752 0.158560
2.237198 21.227822 0.158560
2.237217 21.134926 0.158561
2.237225 21.311025 0.158561
2.237235 21.257093 0.158561
2.237255 21.039530 0.158562
2.237277 21.216247 0.158563
2.237278 21.490052 0.158563
2.237324 21.373895 0.158565
2.237326 21.375242 0.158565
2.237329 21.211693 0.158565
2.237330 21.310110 0.158565
2.237341 21.151866 0.158566
2.237344 21.564372 0.158566
2.237347 21.425253 0.158566
2.237358 21.336121 0.158567
2.237358 21.099053 0.158567
2.237361 21.522688 0.158567
2.237371 21.405841 0.158567
2.237371 21.418355 0.158567
2.237378 21.291389 0.158568
2.237382 21.171922 0.158568
2.237385 21.392088 0.158568
2.237392 21.446589 0.158568
2.237393 21.069245 0.158568
2.237413 21.393062 0.158569
2.237424 21.196831 0.158570
2.237424 21.192399 0.158570
2.237436 21.470011 0.158570
2.237437 21.305367 0.158570
2.237438 21.444834 0.158570
2.237451 21.450491 0.158571
2.237456 21.126173 0.158571
2.237459 21.376022 0.158571
2.237487 21.493096 0.158572
2.237509 21.295387 0.158573
2.237514 21.126661 0.158573
2.237516 21.319391 0.158573
2.237517 21.390472 0.158573
2.237524 21.254179 0.158574
2.237531 21.249142 0.158574
2.237532 21.220211 0.158574
2.237538 21.270197 0.158574
2.237538 21.186743 0.158574
2.237539 21.453932 0.158574
2.237539 21.189103 0.158574
2.237541 21.393108 0.158575
2.237550 21.435386 0.158575
2.237553 21.227730 0.158575
2.237560 21.186999 0.158575
2.237571 21.294793 0.158576
2.237573 21.192579 0.158576
2.237580 21.562844 0.158576
2.237581 21.257658 0.158576
2.237592 21.293709 0.158577
2.237596 21.215394 0.158577
2.237603 21.391809 0.158577
2.237632 21.212862 0.158578
2.237636 21.483033 0.158579
2.237640 21.464275 0.158579
2.237644 21.315860 0.158579
2.237650 21.209339 0.158579
2.237656 21.223684 0.158579
2.237677 21.272312 0.158580
2.237719 21.338409 0.158582
2.237743 21.150435 0.158583
2.237750 21.448223 0.158583
